,Sentence,Name,Disease,SSNs,Dates,Address,City,Zipcode,Url,Account,Medical Record,Contact,Email,Passport,IP Address
856,"Mr Ashley Kuphal has  cold . Patient SSN 266-93-0853 . He came on 6/4/1919 . Patient home address is  117 Hermann Common Burlington , 2360 .
we gave him http://soundcloud.com/ray-simon . Patient account number 9938935797 . Medical record Id ID0628441 . Patient 053917470 78 78 Email is VenniePrice@mail2taboo.com
Patient Id D3030145 . Here is the IP 43.240.20.0",Ashley Kuphal,cold,266-93-0853,6/4/1919,117 Hermann Common,Burlington,2360,http://soundcloud.com/ray-simon,9938935797,ID0628441,053917470 78 78,VenniePrice@mail2taboo.com,D3030145,43.240.20.0
857,"Mr Ben Schaden has  headache . Patient SSN 498-67-4358 . He came on 15.5.2016 . Patient home address is  418 Hegmann Rapid Apt 72 Webster , 1602 .
we gave him http://www.scribd.com/doc/33697518/fotozas-arak . Patient account number 7767152531 . Medical record Id ID6233168 . Patient 034-235 7584 Email is TeresitaRosenbaum@truckracers.com
Patient Id 9870840 . Here is the IP 138.121.12.0",Ben Schaden,headache,498-67-4358,15.5.2016,418 Hegmann Rapid Apt 72,Webster,1602,http://www.scribd.com/doc/33697518/fotozas-arak,7767152531,ID6233168,034-235 7584,TeresitaRosenbaum@truckracers.com,9870840,138.121.12.0
858,"Mr Randell Gorczany is suffering from stomach ache . Patient SSN 708395096 . He arrived on 27/10/1969 . Patient is from 690 Marks Vale Apt 32 Douglas , 2743 .
Advised him to reach http://www.youtube.com/watch?v=r1xds0xwRD . Patient account number 3781149564 . Medical record Id MR3510679 . Patient 041612 7-3 Email is CleotildeLindgren@vivianhsu.net
Patient Id Y622041 . IP address 92.52.192.0",Randell Gorczany,stomach ache,708395096,27/10/1969,690 Marks Vale Apt 32,Douglas,2743,http://www.youtube.com/watch?v=r1xds0xwRD,3781149564,MR3510679,041612 7-3,CleotildeLindgren@vivianhsu.net,Y622041,92.52.192.0
859,"Mr Clayton Schaefer is suffering from heart attack . Patient SSN 291-98-1719 . He arrived on 28-12-1920 . Patient is from 635 Sauer Vale Worcester , 2155 .
Advised him to reach http://soundcloud.com/philharmony . Patient account number 1096036194 . Medical record Id ID7438802 . Patient 0620 34 2037 Email is VivaGibson@iwmail.com
Patient Id 85271138 . IP address 185.253.6.0",Clayton Schaefer,heart attack,291-98-1719,28-12-1920,635 Sauer Vale,Worcester,2155,http://soundcloud.com/philharmony,1096036194,ID7438802,0620 34 2037,VivaGibson@iwmail.com,85271138,185.253.6.0
860,"Mr Janelle Gorczany has  headache . Patient SSN 977-56-4275 . He came on 14.11.1938 . Patient home address is  163 Schulist Crossing Gardner , 2169 .
we gave him http://soundcloud.com/herrlappen/valtterin-akseli-by-herr-lappen . Patient account number 0821819298 . Medical record Id MR5746127 . Patient 032-2659094 Email is OfeliaEichmann@mail2doris.com
Patient Id P8148580 . Here is the IP 89.18.224.0",Janelle Gorczany,headache,977-56-4275,14.11.1938,163 Schulist Crossing,Gardner,2169,http://soundcloud.com/herrlappen/valtterin-akseli-by-herr-lappen,0821819298,MR5746127,032-2659094,OfeliaEichmann@mail2doris.com,P8148580,89.18.224.0
861,"Mrs Cathie Beatty is suffering from cough . Her SSN 849 04 9255 . She contacted on 21-9-2013 . Patient is from 588 Gleichner Row Suite 91 Clinton , 2127 .
Advised her to reach http://www.youtube.com/watch?v=aNCPEzdZs5s . Patient account number is  1897684089 . Medical record Id ID9524188 . Her 0625676-15 Email is BrookVandervort@businessweekmail.com
Patient Id B163742 . IP address 217.25.16.0",Cathie Beatty,cough,849 04 9255,21-9-2013,588 Gleichner Row Suite 91,Clinton,2127,http://www.youtube.com/watch?v=aNCPEzdZs5s,1897684089,ID9524188,0625676-15,BrookVandervort@businessweekmail.com,B163742,217.25.16.0
862,"Mr Nathanial Kuhic has  heart attack . Patient SSN 384-70-9458 . He came on 5-5-1966 . Patient home address is  204 Morar Track Danvers , 2351 .
we gave him http://www.youtube.com/watch?v=dR_LHlFwlhk . Patient account number 6494884653 . Medical record Id CA9927124 . Patient 026 60226-1 Email is JedCrooks@masrawy.com
Patient Id 257V6770888 . Here is the IP 195.140.196.0",Nathanial Kuhic,heart attack,384-70-9458,5-5-1966,204 Morar Track,Danvers,2351,http://www.youtube.com/watch?v=dR_LHlFwlhk,6494884653,CA9927124,026 60226-1,JedCrooks@masrawy.com,257V6770888,195.140.196.0
863,"Mr Shanae Wiegand has  fever . Patient SSN 543 72 3063 . He came on 8/5/2002 . Patient home address is  469 Kub Port Suite 77 Boston , 1027 .
we gave him http://tweetphoto.com/31199220 . Patient account number 8124681268 . Medical record Id ID3912632 . Patient 0763216-90 78 Email is OneidaKessler@mail2dow.com
Patient Id 558333032 . Here is the IP 89.251.64.0",Shanae Wiegand,fever,543 72 3063,8/5/2002,469 Kub Port Suite 77,Boston,1027,http://tweetphoto.com/31199220,8124681268,ID3912632,0763216-90 78,OneidaKessler@mail2dow.com,558333032,89.251.64.0
864,"Mr Josiah Leffler is suffering from headache . Patient SSN 631-88-3671 . He arrived on 20/4/2004 . Patient is from 1004 Wilkinson Ranch Apt 20 Concord , 1462 .
Advised him to reach http://soundcloud.com/stefan-trummer/sets . Patient account number 3089504448 . Medical record Id CA0683661 . Patient 062359 309-26-47 Email is AlvaKrajcik@buyersusa.com
Patient Id Z3U057603 . IP address 52.0.0.0",Josiah Leffler,headache,631-88-3671,20/4/2004,1004 Wilkinson Ranch Apt 20,Concord,1462,http://soundcloud.com/stefan-trummer/sets,3089504448,CA0683661,062359 309-26-47,AlvaKrajcik@buyersusa.com,Z3U057603,52.0.0.0
865,"Mrs Millard Stamm is suffering from cough . Her SSN 403061905 . She contacted on 16.1.2023 . Patient is from 820 Willms Mews Danvers , 2633 .
Advised her to reach http://soundcloud.com/altesostgut . Patient account number is  7785440458 . Medical record Id CA7809194 . Her 0326-58-09 0 Email is AmadaReichert@mail2life.com
Patient Id 294900164 . IP address 46.175.24.0",Millard Stamm,cough,403061905,16.1.2023,820 Willms Mews,Danvers,2633,http://soundcloud.com/altesostgut,7785440458,CA7809194,0326-58-09 0,AmadaReichert@mail2life.com,294900164,46.175.24.0
866,"Mr Donn Casper is suffering from cough . Patient SSN 825-31-8454 . He arrived on 28/5/1906 . Patient is from 811 Hoppe Loaf Somerville , 2110 .
Advised him to reach http://notch.tumblr.com/post/773856733/vids-on-pc-gamer . Patient account number 9089675538 . Medical record Id CA2446318 . Patient 02380875348 Email is JulienneParker@elvis.com
Patient Id 1492813 . IP address 103.24.20.0",Donn Casper,cough,825-31-8454,28/5/1906,811 Hoppe Loaf,Somerville,2110,http://notch.tumblr.com/post/773856733/vids-on-pc-gamer,9089675538,CA2446318,02380875348,JulienneParker@elvis.com,1492813,103.24.20.0
867,"Mr Leandra Rippin has  Diarrhea . Patient SSN 224005538 . He came on 8/5/2002 . Patient home address is  996 McClure Flat Springfield , 2743 .
we gave him http://www.flickr.com/photos/cksample3/4384290015/ . Patient account number 1352774072 . Medical record Id ID8458734 . Patient 0528 95-36-91 Email is CameronDouglas@coid.biz
Patient Id T366177 . Here is the IP 185.24.228.0",Leandra Rippin,Diarrhea,224005538,8/5/2002,996 McClure Flat,Springfield,2743,http://www.flickr.com/photos/cksample3/4384290015/,1352774072,ID8458734,0528 95-36-91,CameronDouglas@coid.biz,T366177,185.24.228.0
868,"Mr Scott Boyer has  cold . Patient SSN 558 51 2014 . He came on 4.9.2017 . Patient home address is  788 Schulist Forge Unit 11 Attleboro , 2067 .
we gave him http://yfrog.com/4rkellan62j . Patient account number 1758773189 . Medical record Id MR5919509 . Patient 05149 625 38-07 Email is NeldaWest@leehom.net
Patient Id 3835572 . Here is the IP 185.246.144.0",Scott Boyer,cold,558 51 2014,4.9.2017,788 Schulist Forge Unit 11,Attleboro,2067,http://yfrog.com/4rkellan62j,1758773189,MR5919509,05149 625 38-07,NeldaWest@leehom.net,3835572,185.246.144.0
869,"Mrs Seema Kertzmann is suffering from heart attack . Her SSN 307 43 9063 . She contacted on 6/4/1919 . Patient is from 151 Braun Parade Lakeville , 2126 .
Advised her to reach http://xkcd.com/23 . Patient account number is  2779209304 . Medical record Id MR4730011 . Her 050391 71-1973 Email is JoMcCullough@mail2kiss.com
Patient Id O80925126 . IP address 103.60.252.0",Seema Kertzmann,heart attack,307 43 9063,6/4/1919,151 Braun Parade,Lakeville,2126,http://xkcd.com/23,2779209304,MR4730011,050391 71-1973,JoMcCullough@mail2kiss.com,O80925126,103.60.252.0
870,"Mr Preston Bahringer has  stomach ache . Patient SSN 646-87-7980 . He came on 27.12.1986 . Patient home address is  214 Welch Gateway Worcester , 2745 .
we gave him http://www.youtube.com/watch?v=L3pf7o-9OOk . Patient account number 0539536499 . Medical record Id DS1914649 . Patient 090 8468-1 Email is TylerHammes@fromnebraska.com
Patient Id X1OF60919 . Here is the IP 185.237.165.0",Preston Bahringer,stomach ache,646-87-7980,27.12.1986,214 Welch Gateway,Worcester,2745,http://www.youtube.com/watch?v=L3pf7o-9OOk,0539536499,DS1914649,090 8468-1,TylerHammes@fromnebraska.com,X1OF60919,185.237.165.0
871,"Mr Sherlyn Luettgen has  fever . Patient SSN 169426187 . He came on 27/10/1969 . Patient home address is  508 Bayer Flat Apt 38 Salem , 2780 .
we gave him http://picasaweb.google.com/lh/sredir?uname=plenkey6&target=ALBUM&id=5489382768988325025&authkey=Gv1sRgCOvIyMrS4MbWZA&feat=content_notification . Patient account number 9180317922 . Medical record Id DS9191975 . Patient 0753-10-85 Email is DaronEmard@imposter.co.uk
Patient Id G647282 . Here is the IP 31.210.148.0",Sherlyn Luettgen,fever,169426187,27/10/1969,508 Bayer Flat Apt 38,Salem,2780,http://picasaweb.google.com/lh/sredir?uname=plenkey6&target=ALBUM&id=5489382768988325025&authkey=Gv1sRgCOvIyMrS4MbWZA&feat=content_notification,9180317922,DS9191975,0753-10-85,DaronEmard@imposter.co.uk,G647282,31.210.148.0
872,"Mr Elena McDermott is suffering from cancer . Patient SSN 931-10-5499 . He arrived on 24/4/1917 . Patient is from 321 Wisozk Green Suite 70 Chelmsford , 1201 .
Advised him to reach http://soundcloud.com/manuel-turobin/manuel-turobin-live-set-und-ich-noch-so-zur-kuh-los-gib-mir-3-5-prozent . Patient account number 3288349801 . Medical record Id ID2825287 . Patient 026 60226-1 Email is FedericoTreutel@mail2peter.com
Patient Id P5WA54256 . IP address 45.8.116.0",Elena McDermott,cancer,931-10-5499,24/4/1917,321 Wisozk Green Suite 70,Chelmsford,1201,http://soundcloud.com/manuel-turobin/manuel-turobin-live-set-und-ich-noch-so-zur-kuh-los-gib-mir-3-5-prozent,3288349801,ID2825287,026 60226-1,FedericoTreutel@mail2peter.com,P5WA54256,45.8.116.0
873,"Mr Loyd White is suffering from cancer . Patient SSN 780-59-2518 . He arrived on 6/4/1919 . Patient is from 914 Hyatt Loaf Wilmington , 2155 .
Advised him to reach http://tweetphoto.com/31180185 . Patient account number 6084296330 . Medical record Id MR0350859 . Patient 048650-37-53 Email is YukoO'Conner@mail2trick.com
Patient Id C24234574 . IP address 51.38.0.0",Loyd White,cancer,780-59-2518,6/4/1919,914 Hyatt Loaf,Wilmington,2155,http://tweetphoto.com/31180185,6084296330,MR0350859,048650-37-53,YukoO'Conner@mail2trick.com,C24234574,51.38.0.0
874,"Mrs Edmundo Romaguera is suffering from Diarrhea . Her SSN 452046996 . She contacted on H24.10.9 . Patient is from 298 Roberts Village Unit 95 Amherst , 2472 .
Advised her to reach http://soundcloud.com/k0kz/jeffer-k0kz-minimix . Patient account number is  4557386825 . Medical record Id DS7015686 . Her 09 095-92-54 Email is DollyMarvin@zwallet.com
Patient Id F0202928 . IP address 185.182.157.0",Edmundo Romaguera,Diarrhea,452046996,H24.10.9,298 Roberts Village Unit 95,Amherst,2472,http://soundcloud.com/k0kz/jeffer-k0kz-minimix,4557386825,DS7015686,09 095-92-54,DollyMarvin@zwallet.com,F0202928,185.182.157.0
875,"Mrs Cyril Considine is suffering from fever . Her SSN 066 18 2759 . She contacted on 16/9/2024 . Patient is from 651 Williamson Alley Malden , 1701 .
Advised her to reach http://soundcloud.com/micrologue/06-06-10-micrologue-vs-max-cooper-traumschallplatten-strident-sounds/download . Patient account number is  8870059921 . Medical record Id CA6235440 . Her 025724 20 19 Email is LinwoodKutch@mail2mba.com
Patient Id 6644270 . IP address 213.28.0.0",Cyril Considine,fever,066 18 2759,16/9/2024,651 Williamson Alley,Malden,1701,http://soundcloud.com/micrologue/06-06-10-micrologue-vs-max-cooper-traumschallplatten-strident-sounds/download,8870059921,CA6235440,025724 20 19,LinwoodKutch@mail2mba.com,6644270,213.28.0.0
876,"Mr Santina Stracke has  stomach ache . Patient SSN 782-03-4700 . He came on 2.11.1940 . Patient home address is  515 Fay Stravenue Unit 74 Dartmouth , 2723 .
we gave him http://soundcloud.com/denzo-1 . Patient account number 2242631401 . Medical record Id MR1177653 . Patient 09234-6098387 Email is ValentinGrady@mail2baby.com
Patient Id U8ZG50798 . Here is the IP 91.90.200.0",Santina Stracke,stomach ache,782-03-4700,2.11.1940,515 Fay Stravenue Unit 74,Dartmouth,2723,http://soundcloud.com/denzo-1,2242631401,MR1177653,09234-6098387,ValentinGrady@mail2baby.com,U8ZG50798,91.90.200.0
877,"Mr Shanae Wiegand is suffering from Diarrhea . Patient SSN 638-74-4058 . He arrived on 28.4.1998. . Patient is from 143 Lakin Station Quincy , 2143 .
Advised him to reach http://tweetphoto.com/31145674 . Patient account number 8642879992 . Medical record Id MR7468610 . Patient 02947 564109 Email is JulienneParker@elvis.com
Patient Id 932271690086 . IP address 165.230.0.0",Shanae Wiegand,Diarrhea,638-74-4058,28.4.1998.,143 Lakin Station,Quincy,2143,http://tweetphoto.com/31145674,8642879992,MR7468610,02947 564109,JulienneParker@elvis.com,932271690086,165.230.0.0
878,"Mrs Jesus Hickle is suffering from stomach ache . Her SSN 540-64-5340 . She contacted on 5-5-1966 . Patient is from 119 Steuber Key Middleborough , 1603 .
Advised her to reach http://soundcloud.com/hyydro/hyydro-pres-different-sounds-17-06-2010 . Patient account number is  1663421971 . Medical record Id MR4203340 . Her 068-631-47 Email is MaddieMcDermott@wehshee.com
Patient Id 932694744614 . IP address 45.235.212.0",Jesus Hickle,stomach ache,540-64-5340,5-5-1966,119 Steuber Key,Middleborough,1603,http://soundcloud.com/hyydro/hyydro-pres-different-sounds-17-06-2010,1663421971,MR4203340,068-631-47,MaddieMcDermott@wehshee.com,932694744614,45.235.212.0
879,"Mr Laurence Hermiston is suffering from Diarrhea . Patient SSN 164 69 4009 . He arrived on 25/6/1993 . Patient is from 665 Batz Trace Suite 67 Arlington , 2149 .
Advised him to reach http://www.metacafe.com/watch/1201063/die_toten_hosen_herz_brennt/ . Patient account number 8795907281 . Medical record Id CA9054906 . Patient 095 851 5-52 Email is MargitD'Amore@i-mail.com.au
Patient Id YLI822275 . IP address 193.169.128.0",Laurence Hermiston,Diarrhea,164 69 4009,25/6/1993,665 Batz Trace Suite 67,Arlington,2149,http://www.metacafe.com/watch/1201063/die_toten_hosen_herz_brennt/,8795907281,CA9054906,095 851 5-52,MargitD'Amore@i-mail.com.au,YLI822275,193.169.128.0
880,"Mr Shanon Davis is suffering from headache . Patient SSN 583-51-4718 . He arrived on 28.4.1975. . Patient is from 172 Halvorson Underpass Fitchburg , 1103 .
Advised him to reach http://picasaweb.google.com/lh/sredir?uname=kornel.szegedi&target=PHOTO&id=5490147259584849730&aid=5374761974834550641&authkey=Gv1sRgCKX47eb77u6b1gE&feat=content_notification . Patient account number 7520889551 . Medical record Id MR6211430 . Patient 072540074 5076 Email is SalvatoreRoberts@takuyakimura.com
Patient Id J775226 . IP address 209.127.195.0",Shanon Davis,headache,583-51-4718,28.4.1975.,172 Halvorson Underpass,Fitchburg,1103,http://picasaweb.google.com/lh/sredir?uname=kornel.szegedi&target=PHOTO&id=5490147259584849730&aid=5374761974834550641&authkey=Gv1sRgCKX47eb77u6b1gE&feat=content_notification,7520889551,MR6211430,072540074 5076,SalvatoreRoberts@takuyakimura.com,J775226,209.127.195.0
881,"Mr Toccara Larkin is suffering from cold . Patient SSN 574-60-6196 . He arrived on 1/2/2011 . Patient is from 145 Schultz Dam Barnstable , 2302 .
Advised him to reach http://www.flickr.com/photos/jocke66/4754700528/ . Patient account number 6512356828 . Medical record Id CA1909727 . Patient 09-497 1045 Email is DulceKeebler@insurer.com
Patient Id 4682740 . IP address 141.98.132.0",Toccara Larkin,cold,574-60-6196,1/2/2011,145 Schultz Dam,Barnstable,2302,http://www.flickr.com/photos/jocke66/4754700528/,6512356828,CA1909727,09-497 1045,DulceKeebler@insurer.com,4682740,141.98.132.0
882,"Mrs Sun Conroy is suffering from cold . Her SSN 438-84-2852 . She contacted on 13/12/2004 . Patient is from 230 Jast Common Suite 3 Springfield , 2151 .
Advised her to reach http://vids.myspace.com/index.cfm?fuseaction=vids.individual&videoid=105749270&TemplateId=155&utm_source=ORM&utm_medium=notification&utm_term=videothumb&utm_campaign=Group40NewVideo . Patient account number is  4415669029 . Medical record Id DS5982057 . Her 0032 128-62 86 Email is MortonHoppe@i-mailbox.net
Patient Id 13256540 . IP address 194.143.134.0",Sun Conroy,cold,438-84-2852,13/12/2004,230 Jast Common Suite 3,Springfield,2151,http://vids.myspace.com/index.cfm?fuseaction=vids.individual&videoid=105749270&TemplateId=155&utm_source=ORM&utm_medium=notification&utm_term=videothumb&utm_campaign=Group40NewVideo,4415669029,DS5982057,0032 128-62 86,MortonHoppe@i-mailbox.net,13256540,194.143.134.0
883,"Mr Millard Stamm is suffering from fever . Patient SSN 807-13-9017 . He arrived on 28.7.2021 . Patient is from 981 Dickens Rapid Apt 46 West Springfield , 2043 .
Advised him to reach http://www.ted.com/talks/michael_shermer_on_believing_strange_things.html . Patient account number 9567010712 . Medical record Id ID4210983 . Patient 0239-29132 54 Email is AlMetz@beer.com
Patient Id V7889636 . IP address 216.55.96.0",Millard Stamm,fever,807-13-9017,28.7.2021,981 Dickens Rapid Apt 46,West Springfield,2043,http://www.ted.com/talks/michael_shermer_on_believing_strange_things.html,9567010712,ID4210983,0239-29132 54,AlMetz@beer.com,V7889636,216.55.96.0
884,"Mr Burl Wilkinson has  stomach ache . Patient SSN 342 86 2336 . He came on 23/9/2024 . Patient home address is  911 Rodriguez Forge New Bedford , 1940 .
we gave him http://www.youtube.com/watch?v=6j05xCzVK8 . Patient account number 3100590788 . Medical record Id ID1228684 . Patient 07643934 27 95 Email is TwannaHand@oldies1041.com
Patient Id 7677170 . Here is the IP 103.129.92.0",Burl Wilkinson,stomach ache,342 86 2336,23/9/2024,911 Rodriguez Forge,New Bedford,1940,http://www.youtube.com/watch?v=6j05xCzVK8,3100590788,ID1228684,07643934 27 95,TwannaHand@oldies1041.com,7677170,103.129.92.0
